Transaccion_ID, SKU_ID   , Fecha_Venta, Cantidad_Vendida, Precio_Venta_Final, Costo_Envio, Tiempo_Entrega_Real, Estado_Envio, Ciudad_Destino, Canal_Venta, Feedback_ID, Rating_Producto, Rating_Logistica, Comentario_Texto, Recomienda_Marca, Ticket_Soporte_Abierto, Edad_Cliente, Satisfaccion_NPS, Categoria  , Stock_Actual, Costo_Unitario_USD, Punto_Reorden, Lead_Time_Dias, Bodega_Origen, Ultima_Revision, Rating_Servicio
TRX-14775     , PROD-2309, 2024-12-07 ,                4,             642.02,       99.14,                  14, En Camino   , Barranquilla  , App        , FB-9397    ,               3,                1, Excelente       , SI              , No                    ,           28, -21.9           , Accesorios , 348.0       ,             149.24,           140,              0, SUR          , 2025-06-12     ,             0.6
TRX-14781     , PROD-3037, 2025-07-23 ,               10,            1619.48,       74.17,                  14, Retrasado   , Ventas_Web    , Físico     , FB-10027   ,               1,                2, Lento           , SI              , Sí                    ,           49, -74.1           , Smartphones, 448.0       ,            1203.59,           237,             27, OCCIDENTE    , 2024-08-24     ,             0.4
TRX-14782     , PROD-2210, 2025-10-25 ,                4,            1648.24,        5.8 ,                  23, Retrasado   , Ventas_Web    , Físico     , FB-8824    ,               4,                1, Dañado          , NO              , Sí                    ,           39, 42.9            , Laptops    , 1961.0      ,             166.84,           146,              3, BOD-EXT-99   , 2024-07-07     ,             0.8
TRX-14786     , PROD-2590, 2025-05-10 ,                3,            1152.23,       91.35,                   9, Retrasado   , Medellín      , App        , FB-9481    ,               3,                1, Lento           , SI              , Sí                    ,           50, 97.0            , Accesorios , 529.0       ,             379.85,           299,              0, NORTE        , 2024-11-05     ,             0.6
TRX-14790     , PROD-3343, 2025-06-26 ,                1,            1208.37,       42.41,                  25, Devuelto    , Barranquilla  , App        , FB-11710   ,               2,                5, Excelente       , SI              , No                    ,           45, 25.9            , Laptops    , 811.0       ,            1094.0 ,           258,              5, NORTE        , 2024-10-13     ,             2.0
TRX-14795     , PROD-1910, 2025-02-13 ,                4,            1307.87,       59.93,                  23, Retrasado   , Bucaramanga   , Online     , FB-11728   ,               4,                1, Excelente       , SI              , Sí                    ,           80, -37.7           , Smartphones, 873.0       ,             985.57,           285,             10, SUR          , 2025-09-09     ,             0.8
TRX-14801     , PROD-2468, 2024-11-18 ,                9,             243.41,       35.34,                  11, Entregado   , Bucaramanga   , Online     , FB-11958   ,               3,                1, Precio justo    , MAYBE           , Sí                    ,           84, -31.7           , Accesorios , 1947.0      ,            1152.58,           136,              5, OCCIDENTE    , 2024-05-17     ,             0.6
TRX-14802     , PROD-3077, 2025-09-23 ,                8,             778.91,       13.98,                  25, Devuelto    , Bogotá        , App        , FB-9212    ,               2,                1, Precio justo    , SI              , No                    ,           58, -53.6           , Smartphones, 1076.0      ,            1414.09,           260,              0, SUR          , 2024-08-03     ,             0.4
TRX-14806     , PROD-3286, 2025-05-18 ,                3,             361.29,       15.05,                  28, En Camino   , Ventas_Web    , Físico     , FB-11360   ,               5,                4, Excelente       , SI              , Sí                    ,           25, -18.4           , Smartphones, 894.0       ,             341.32,           250,             27, NORTE        , 2024-10-22     ,             4.0
TRX-14806     , PROD-3286, 2025-05-18 ,                3,             361.29,       15.05,                  28, En Camino   , Ventas_Web    , Físico     , FB-10779   ,               2,                5, Dañado          , SI              , Sí                    ,           73, 71.1            , Smartphones, 894.0       ,             341.32,           250,             27, NORTE        , 2024-10-22     ,             2.0
TRX-14807     , PROD-1741, 2026-01-27 ,                8,            1608.26,       59.16,                   2, Entregado   , Medellín      , Físico     , FB-9552    ,               1,                3, Precio justo    , NO              , Sí                    ,           46, -34.2           , Laptops    , 1532.0      ,             393.54,           238,              3, NORTE        , 2024-04-01     ,             0.6
TRX-14808     , PROD-2203, 2025-03-07 ,               11,             553.6 ,       60.89,                  17, Devuelto    , Medellín      , Online     , FB-10872   ,               1,                3, No volvería     , SI              , Sí                    ,           48, 79.6            , Tablets    , 1893.0      ,              86.76,           132,             10, NORTE        , 2025-06-02     ,             0.6
TRX-14809     , PROD-1399, 2024-12-15 ,                3,            1642.75,       90.87,                  29, En Camino   , Bogotá        , Online     , FB-9749    ,               2,                5, Excelente       , SI              , No                    ,           62, -59.7           , Laptops    , 1373.0      ,             367.14,           222,              5, BOD-EXT-99   , 2024-12-27     ,             2.0
TRX-14814     , PROD-3289, 2025-09-11 ,               10,            1779.25,       71.89,                  29, Retrasado   , Bogotá        , Físico     , FB-9289    ,               3,                4, Precio justo    , SI              , Sí                    ,           27, -67.4           , Laptops    , 1909.0      ,             469.27,           237,              3, ZONA_FRANCA  , 2024-07-25     ,             2.4
TRX-14817     , PROD-2374, 2025-09-06 ,                5,             937.98,       41.66,                  20, En Camino   , Bucaramanga   , App        , FB-11914   ,               1,                3, Excelente       , MAYBE           , Sí                    ,           63, 21.6            , Smartphones, 1630.0      ,             553.15,           232,              5, BOD-EXT-99   , 2024-04-20     ,             0.6
